Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,GPA_Category_Encoded,Age_Group_Encoded,Income_Level_Encoded,Attendance_Encoded
0.5019107820461195,1,-0.7796596353001681,1,-0.5178752248985916,0.5307657820904503,2,-0.8205265329771162,1,0,-0.003945046354831614,-1.2701199246346562,-1.3031627021397911,-1.3042047312497858,1,0,0,0,1,0,0,0
-0.15238563569096766,1,-0.7796596353001681,1,0.2266285257470736,-1.671041769720999,2,1.1596259712266723,0,0,0.7513657432300233,-0.96870616066808,-1.0239249206480823,-1.0338087364640878,3,3,2,1,1,0,0,1
0.6421171572754938,1,0.264126595243643,1,0.3058310524115065,-1.3182659741268987,0,1.57075933015034,1,0,-0.003945046354831614,-0.5919389557098599,-0.9122298080513987,-0.9125967388015334,1,0,3,0,1,0,1,1
1.576826325471331,1,-0.4537643164637763,1,-0.010979054246223616,0.05634316042942072,2,0.7065402287393647,0,0,-0.003945046354831614,-0.49774715447030465,-0.4933731358138356,-0.4930167468926913,1,2,0,1,1,0,0,0
-0.24585655251055105,0,-0.7577293311742723,1,0.1395057464161984,-0.7343612090056304,1,-0.6023741384461903,0,0,0.8675674031661549,-0.78032255818897,-1.2938547760900674,-1.332176730710375,4,1,2,0,1,0,0,1
-0.24585655251055105,1,-0.7796596353001681,1,0.0761437250846523,0.8957062602912431,2,1.4197307493212377,0,1,0.2865591034854972,0.19927217470240272,0.390879838909909,0.36479123656538526,3,1,2,0,2,0,0,0
1.6235617838811236,1,-0.7796596353001681,1,-0.8030043208905484,-0.43024414383830295,1,0.6058545081866296,1,1,1.0418698930703523,-1.5715336886012325,-1.8337144869740378,-1.7331087229788242,4,2,2,0,1,0,0,1
0.7823235325048697,0,-0.7796596353001681,1,-1.499986555537554,0.567259829910531,1,0.32057829995388054,0,1,0.577063253325826,-0.48832797434634917,-1.079772476946424,-1.0804287355650701,1,0,0,0,1,0,0,0
-0.4795338445595105,1,1.4486380061815252,1,0.04446271441887928,1.9175395992534638,3,1.8392545849576336,0,0,-0.7592558359396866,0.7267462616439109,0.4746511733574215,0.4766792344077432,1,2,0,0,0,2,1,0
0.5486462404559104,0,0.590468769806738,1,-0.8188448262234349,0.05634316042942072,1,-0.8792598699662115,0,0,0.6932649132619576,-0.6767115768254592,-0.5306048400127301,-0.5303127461734775,1,4,3,0,1,0,1,0
